Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment,Total_Expense,Savings
Dec,43396,7917,7129,17922,3368,2609,2015,40960,2436
Feb,32755,9517,1320,5084,5559,4747,4224,30451,2304
Feb,20865,3019,1387,24379,8747,4725,5159,47416,-26551
Jun,31173,5025,4228,18015,11872,1963,679,41782,-10609
Sep,78905,5528,6515,20373,3380,899,1225,37920,40985
Jan,58097,5886,5924,10156,1014,3221,5372,31573,26524
Sep,53371,8231,6820,12194,10545,2437,1540,41767,11604
Sep,31254,7182,6838,10783,4135,681,581,30200,1054
Sep,24018,7578,4493,10695,3277,1574,3611,31228,-7210
May,25192,8729,3584,17357,9202,3073,3518,45463,-20271
Sep,22015,8961,1375,21537,2656,2897,1705,39131,-17116
Nov,88916,13171,4761,14653,10439,1581,4467,49072,39844
Apr,48343,13532,5769,27798,2660,918,5563,56240,-7897
Feb,89306,8013,4496,28068,2763,1660,5780,50780,38526
Jun,25829,2796,1056,7019,9733,1139,4297,26040,-211
Apr,54381,3957,5793,21155,2529,2584,3481,39499,14882
Jun,38263,5066,2714,5570,8865,858,3281,26354,11909
Mar,73260,13212,1208,12922,6838,2303,4345,40828,32432
Jun,63306,4680,1217,21200,7910,1038,5152,41197,22109
Feb,78418,6441,4165,29724,10372,4939,5806,61447,16971
Feb,20148,4948,6199,16769,11880,2718,3946,46460,-26312
Sep,21754,5731,2644,11153,3617,2213,1990,27348,-5594
Jul,46745,3101,7322,24075,3754,1365,2788,42405,4340
Mar,92914,7484,7047,29053,10120,2567,2881,59152,33762
Nov,75833,11229,5696,15301,9101,2850,547,44724,31109
Jan,40140,6231,2519,10507,2426,1275,4508,27466,12674
Aug,94907,10983,5856,9869,9067,3768,962,40505,54402
Jun,80653,14366,4279,27233,6208,4127,5693,61906,18747
Jul,81521,11970,790,20591,11425,1535,2864,49175,32346
Sep,98315,14992,2683,27351,7222,860,2919,56027,42288
May,51075,2981,4379,8655,8808,3319,2293,30435,20640
Jan,50697,11457,3436,21347,3061,795,4040,44136,6561
Dec,74544,7170,7524,28055,3563,1926,1533,49771,24773
Oct,29795,10935,2914,27053,3803,4009,1087,49801,-20006
Jul,84555,4431,7191,7492,7209,3316,5018,34657,49898
May,72204,10566,7545,17304,3293,3365,3509,45582,26622
Mar,89754,11945,2795,11512,2625,1192,3274,33343,56411
Dec,84860,8349,3313,20243,6809,1567,975,41256,43604
Sep,71529,5897,1737,13774,1571,1632,4840,29451,42078
Jan,31672,12728,2617,9350,8399,1621,3239,37954,-6282
Jan,74238,9548,5341,27983,3400,1741,5083,53096,21142
Jan,55950,3991,3543,15882,10903,1446,3400,39165,16785
Mar,31009,4928,6972,9656,9574,3647,2325,37102,-6093
Dec,67096,7430,3587,13511,6829,2115,5692,39164,27932
Jun,39544,5446,4058,25699,2083,562,5348,43196,-3652
Oct,75728,8775,5793,26178,2949,893,2397,46985,28743
Nov,49381,10783,1198,22821,11709,2026,4256,52793,-3412
Mar,45287,7161,3353,21415,6530,2001,5523,45983,-696
Aug,84610,14820,4308,5714,6202,1019,5624,37687,46923
Oct,88122,4569,6917,29339,6430,888,5985,54128,33994
Feb,88184,4872,5119,20089,4497,1087,4066,39730,48454
Sep,60081,11368,2345,14231,6496,3997,5833,44270,15811
Mar,65312,3335,6862,21792,5930,3561,5554,47034,18278
May,92943,7413,5619,20163,11867,3071,1848,49981,42962
Oct,72726,14885,4514,21008,4394,779,2857,48437,24289
Aug,42211,2112,7156,12346,10395,3616,2585,38210,4001
Feb,49480,5772,3682,13038,1773,3972,5500,33737,15743
Jun,67780,7294,6606,29124,8793,2484,5680,59981,7799
Dec,77138,12037,963,29048,11505,2781,5714,62048,15090
May,62503,3987,4360,26415,3597,4781,5108,48248,14255
Oct,77893,6829,6260,22511,10595,1304,4042,51541,26352
Sep,66193,3985,7760,26820,8981,574,2946,51066,15127
Dec,81358,13484,950,13898,4061,3485,2100,37978,43380
May,98182,13434,6015,17031,4325,1209,3577,45591,52591
Feb,42117,7091,2415,16215,2403,4162,2736,35022,7095
May,79056,2252,1423,16851,4320,1930,2186,28962,50094
Dec,78706,10315,4122,5782,8239,1146,5255,34859,43847
Apr,90429,11428,7576,10300,7649,2538,4623,44114,46315
Nov,29476,2623,7122,23563,8420,4633,2501,48862,-19386
Jul,75006,5156,815,28190,8139,4438,634,47372,27634
Jun,89918,13328,5266,6178,1869,2715,2289,31645,58273
Feb,83155,5389,5293,7406,7442,3856,4900,34286,48869
Dec,87321,5417,5588,18546,10275,602,3042,43470,43851
Nov,65798,11847,1876,24191,1973,644,5319,45850,19948
Nov,97271,11458,3315,17452,10417,1254,3851,47747,49524
May,50177,4945,1762,24148,10994,4557,3407,49813,364
Jul,63013,11352,1627,7724,2188,4961,5487,33339,29674
Nov,73450,12486,5502,7535,6147,2330,2770,36770,36680
Jul,67928,10632,3425,29788,4443,4209,4174,56671,11257
May,65382,4092,1552,15140,6684,582,2527,30577,34805
Dec,20760,4705,4684,26245,2321,1811,1327,41093,-20333
Sep,44142,5759,2922,27684,3023,3839,1843,45070,-928
Apr,37290,7112,3968,29240,7740,4194,4794,57048,-19758
Nov,91035,2553,6182,24530,6468,4431,3627,47791,43244
Mar,20364,6904,4959,27962,1438,3947,906,46116,-25752
Apr,76921,3112,4521,6201,1164,4168,1961,21127,55794
May,39797,4777,6790,15011,6678,2115,2274,37645,2152
Jun,52535,9097,4909,7889,8835,4746,1870,37346,15189
Mar,66300,12025,1047,22028,4337,3303,985,43725,22575
Feb,67176,3314,5391,15551,4350,2562,862,32030,35146
Apr,36105,5493,4023,27335,1987,4696,4301,47835,-11730
May,27939,13330,7542,25606,3529,1279,711,51997,-24058
Apr,99472,13304,2029,17664,5612,1558,5296,45463,54009
Nov,62029,10290,6105,20704,4845,2898,3161,48003,14026
Dec,35863,9473,6744,9320,6756,3504,1415,37212,-1349
Mar,98097,9015,606,8088,9105,2830,1960,31604,66493
Aug,30447,14117,1356,13688,2326,2259,4738,38484,-8037
Oct,66940,11671,3484,15208,9219,4760,3856,48198,18742
Apr,97947,7710,4886,13664,11216,927,1593,39996,57951
Feb,39642,14588,5968,15080,7924,4376,5553,53489,-13847
Feb,87643,3222,5212,24766,5593,2990,2233,44016,43627
Jan,27928,6583,6352,12925,7662,2616,2051,38189,-10261
Apr,68002,7520,7231,6160,1193,2821,1833,26758,41244
Oct,45017,9872,1750,15714,9783,1059,1364,39542,5475
Sep,99064,11196,7239,9312,3489,1885,1786,34907,64157
Nov,33313,10668,5572,13387,11049,3117,4655,48448,-15135
Jul,21559,7431,6632,23632,7401,2454,5117,52667,-31108
Dec,70893,11327,2111,25845,9304,1089,808,50484,20409
Oct,35167,13048,2290,24150,10509,998,2043,53038,-17871
Jul,58598,3705,7717,22935,2737,3322,1905,42321,16277
Jul,27523,2517,1367,7447,3061,2029,2072,18493,9030
Aug,69777,3220,7613,27028,10882,2138,2501,53382,16395
Jan,48439,4506,3269,9309,7283,1632,1399,27398,21041
Oct,33285,6325,4753,15580,10586,4983,1607,43834,-10549
Oct,30973,11383,827,28880,7840,915,3805,53650,-22677
Aug,42694,14072,4316,13310,4559,2091,5357,43705,-1011
Apr,55774,13435,3648,8496,6461,4907,4835,41782,13992
Apr,24302,12169,7378,6716,8599,4383,4294,43539,-19237
Apr,42391,7479,7276,26321,11428,2107,4820,59431,-17040
Jun,24611,12434,6073,24298,4883,4224,4874,56786,-32175
Jul,29372,9436,3881,20732,4251,2215,4384,44899,-15527
Jun,44312,5090,2874,6672,6053,702,2976,24367,19945
Jan,34080,8497,3055,14394,4014,4354,901,35215,-1135
Dec,40874,12079,5465,6455,2128,4459,2593,33179,7695
Aug,82537,7168,1630,19031,7865,609,3747,40050,42487
Oct,93914,14751,4836,18232,7472,4677,3571,53539,40375
Nov,21597,8993,2982,27929,8416,1268,4356,53944,-32347
Jul,31600,2973,3599,21340,2696,638,4201,35447,-3847
Jun,23747,7277,3251,12026,9324,720,2307,34905,-11158
Jun,99415,10257,3820,20438,8407,1360,1889,46171,53244
May,98553,8092,5983,8978,8245,4427,5792,41517,57036
Jun,44815,4906,6344,7471,5665,2887,4899,32172,12643
Dec,44714,2570,2056,13309,5220,3025,2898,29078,15636
Sep,38890,14084,4043,5367,8574,1945,5300,39313,-423
Oct,81509,2307,6286,18417,7170,2109,591,36880,44629
Sep,81824,13600,6158,24560,1311,698,3732,50059,31765
Oct,24725,5742,7232,8374,11621,3363,5722,42054,-17329
Aug,63205,10974,5008,11773,10977,1660,2679,43071,20134
Oct,40684,14408,6554,19205,6434,1869,3316,51786,-11102
Sep,77911,2765,1068,8812,1401,4071,1812,19929,57982
Oct,33092,13667,2154,27675,6554,2722,5053,57825,-24733
Aug,59770,10964,3736,27369,2596,988,4529,50182,9588
Aug,45457,9814,7632,23581,1121,4040,1398,47586,-2129
Jan,91667,14049,6195,26295,1750,3367,3672,55328,36339
Oct,82894,9735,3619,19351,1105,2927,3592,40329,42565
Nov,81305,13377,4233,5900,7934,2377,748,34569,46736
May,32612,10036,7127,21576,10251,1364,2739,53093,-20481
Apr,98627,9596,3729,7770,4238,2680,3132,31145,67482
Feb,57089,2539,7311,16540,2244,3528,3884,36046,21043
Aug,72137,9985,650,10180,9267,3598,4763,38443,33694
Mar,20559,4049,2772,20308,7865,3828,4204,43026,-22467
Apr,86249,5283,5879,22334,10201,4134,5835,53666,32583
Dec,57361,6675,4851,11679,4282,1155,1697,30339,27022
Jul,35261,3663,2608,8606,3275,1879,2491,22522,12739
Oct,40372,8476,2295,19678,4808,735,5003,40995,-623
Sep,75355,11239,7039,26422,9644,1488,1000,56832,18523
Feb,77920,14028,6016,5257,1765,1882,1661,30609,47311
Mar,52544,5439,5781,22605,5582,1314,598,41319,11225
Apr,20037,10697,2927,19388,3715,3466,3628,43821,-23784
Oct,63032,9143,4014,22034,2497,2189,2794,42671,20361
Jan,98233,5247,848,15510,3838,4300,1212,30955,67278
Jul,61420,5500,2578,7425,7036,2986,4414,29939,31481
Feb,54600,3910,6714,20011,6066,2165,606,39472,15128
May,68285,2732,896,24543,1489,3135,5667,38462,29823
Jan,82008,5513,6645,5397,11615,4486,545,34201,47807
Mar,25167,11763,3476,26685,7374,2323,2943,54564,-29397
Dec,20432,6609,3109,16106,2935,4588,3631,36978,-16546
Feb,89687,13134,1658,26786,3749,1110,5766,52203,37484
Jan,91947,6456,645,29084,10295,1835,3163,51478,40469
Jul,70903,12513,2726,21944,8812,4368,1449,51812,19091
May,74149,5335,763,13381,10791,4825,4068,39163,34986
Jan,76768,14814,5930,13396,8464,4192,3221,50017,26751
Jun,80184,10168,4799,16207,8777,4935,4298,49184,31000
May,85792,9056,6430,26483,9417,4066,5737,61189,24603
Mar,53439,14566,7342,8371,7286,2711,3789,44065,9374
Dec,53257,4753,3601,8041,10906,2663,5224,35188,18069
Jul,64674,3372,2606,11844,5149,570,3834,27375,37299
Nov,71248,11636,3580,14897,11435,2249,3721,47518,23730
Oct,65371,5376,1487,26782,6848,841,3817,45151,20220
Sep,87996,10481,1847,22096,8656,3326,5096,51502,36494
Sep,57297,12257,6810,8456,3345,4331,2317,37516,19781
Sep,74273,2063,1860,15876,6549,2879,4544,33771,40502
Feb,81256,5945,7550,28331,7680,4369,2721,56596,24660
Mar,54743,2329,7541,9406,9770,4702,5188,38936,15807
Jul,88752,6858,3338,18165,2698,3773,4767,39599,49153
May,99803,3963,2226,16791,11863,2939,1457,39239,60564
Feb,95117,5088,2789,18144,7984,4825,5404,44234,50883
Mar,90051,12682,6576,12649,7037,2567,5218,46729,43322
Oct,42076,2140,6285,8877,6256,4039,5314,32911,9165
Jun,95312,6539,1407,24906,7551,971,2885,44259,51053
Jul,22963,4473,1683,10651,1278,4265,1934,24284,-1321
Sep,92322,7594,3324,17818,2468,4669,3669,39542,52780
Jan,33866,5903,1758,9112,10132,1153,3484,31542,2324
Nov,52305,7364,6072,9565,3318,961,3756,31036,21269
Jul,82403,2449,698,26290,5536,1673,1936,38582,43821
Aug,52813,12017,6096,26807,6347,2167,4973,58407,-5594
Dec,86729,6446,1556,9977,6939,4245,1932,31095,55634
Mar,80686,6694,2955,24062,2783,3821,2274,42589,38097
Apr,24512,6806,5708,13775,11067,1139,917,39412,-14900
Oct,42666,2869,6864,26325,7630,4869,1482,50039,-7373
Jun,36630,8079,7736,28713,4226,981,1638,51373,-14743
Oct,94519,9307,3865,15188,10177,581,3428,42546,51973
Jul,20636,13756,1760,5841,3819,3803,1733,30712,-10076
Apr,23775,5659,4478,15567,4970,4626,5042,40342,-16567
Aug,87957,5602,5779,9038,11258,3293,1330,36300,51657
May,84591,10584,6451,6804,1424,1607,4593,31463,53128
Jan,98561,11033,7483,13921,3105,4285,5800,45627,52934
Apr,94816,4448,3335,9349,3470,750,4788,26140,68676
Mar,31351,12983,1813,14655,6894,2934,3360,42639,-11288
Sep,75184,9592,2402,19906,4794,2120,5875,44689,30495
Aug,89180,4953,7197,19879,3891,2218,2468,40606,48574
Jan,93309,7131,4475,9946,10875,765,2971,36163,57146
Nov,30778,3358,1077,15359,4147,521,5301,29763,1015
Jun,32501,11182,7176,28502,5051,2623,5243,59777,-27276
Sep,22108,11230,4930,11657,4651,2010,5390,39868,-17760
Jul,56382,10219,1520,20989,8901,4352,5336,51317,5065
Apr,95787,2387,4153,22956,2174,3438,4837,39945,55842
Jan,43341,2832,4344,18266,3949,3922,2009,35322,8019
Dec,97214,10441,4073,11240,11001,739,5650,43144,54070
Feb,34367,12219,2793,26350,9628,550,1272,52812,-18445
Dec,89868,11720,5942,14585,7116,3507,5679,48549,41319
May,32002,6193,6558,20776,1234,975,4172,39908,-7906
Dec,79949,3838,1110,21640,8912,2504,4486,42490,37459
Nov,35700,11552,828,5127,5770,656,4696,28629,7071
May,99305,13301,1046,14574,11337,3283,3357,46898,52407
Aug,82543,11515,838,16920,6128,2519,3180,41100,41443
Jun,49318,12418,7838,19392,5856,2186,2278,49968,-650
Aug,47610,13872,3681,19917,9159,4670,2519,53818,-6208
Feb,92499,2891,3541,28251,3474,4358,3424,45939,46560
Mar,93374,7588,1306,29238,1226,2914,1088,43360,50014
Jun,85226,3305,1533,7205,7160,3303,772,23278,61948
Dec,65167,7283,3773,13513,11802,3749,3429,43549,21618
Oct,97779,6548,4487,15548,11467,2655,2534,43239,54540
Mar,47939,6192,7924,9379,5801,2326,2001,33623,14316
Jun,81365,8452,3833,13067,11007,4257,2605,43221,38144
Jun,87381,10453,3240,16305,6357,592,5578,42525,44856
Feb,66710,4340,5025,17148,8548,4776,4076,43913,22797
Jul,36766,3793,6126,27661,4995,1170,4982,48727,-11961
Dec,32780,12488,7733,17901,2410,2643,4640,47815,-15035
Feb,68458,12484,5401,15888,5764,731,1781,42049,26409
Jun,76221,8394,2196,14708,11037,4489,1314,42138,34083
Jan,21509,12362,4150,16485,2337,2102,1769,39205,-17696
Mar,54346,2324,7255,25708,6420,3451,4835,49993,4353
Feb,66874,11177,6208,19117,1117,2272,3984,43875,22999
Jul,46148,9848,2582,19220,2868,2566,1651,38735,7413
Apr,51533,10114,2498,29694,3097,1810,2237,49450,2083
Aug,98467,8644,5152,21221,2813,658,4871,43359,55108
Jun,21359,6782,2185,12081,10779,4278,2965,39070,-17711
Dec,80313,14044,5086,7371,9734,2086,2754,41075,39238
Oct,40344,11931,2103,10016,3374,877,2075,30376,9968
Apr,89778,12052,4849,11302,2526,3795,1332,35856,53922
May,40601,5137,4612,11382,8087,1213,1869,32300,8301
Sep,39116,5898,760,27923,10461,4687,4402,54131,-15015
Jul,76985,2835,4296,17607,9793,2723,1067,38321,38664
Oct,50782,6154,6444,16452,4614,4571,4755,42990,7792
Sep,69819,4778,5875,27836,3149,3282,4691,49611,20208
Jul,89035,11588,3275,27776,4301,1237,4496,52673,36362
Dec,64458,8409,6482,26180,9579,3000,3687,57337,7121
Jan,28080,11868,6043,20865,4680,3646,3783,50885,-22805
Dec,53957,14523,1000,23825,10794,2363,1098,53603,354
Aug,33908,6313,1515,6017,4282,991,5926,25044,8864
Apr,98287,7646,2833,25885,3696,3504,543,44107,54180
Mar,67482,12029,2554,8047,5151,4113,5607,37501,29981
Jul,58314,9608,4463,18492,2305,2029,4029,40926,17388
Dec,94921,5721,5818,15260,1716,1445,2381,32341,62580
Mar,35831,9911,4174,27178,6845,4140,4043,56291,-20460
Aug,40125,13864,4555,18894,6758,1201,2383,47655,-7530
Jun,82451,13214,3206,16857,4655,4456,880,43268,39183
May,65708,14876,7580,9250,7359,2984,2662,44711,20997
Apr,37682,3671,6635,27331,9505,3255,2158,52555,-14873
Aug,55794,2916,6281,29769,3280,3768,4983,50997,4797
Aug,79372,7588,2599,12391,3622,3602,5505,35307,44065
Dec,59477,11109,6886,7446,10079,2367,3392,41279,18198
Jan,73863,11325,5838,28507,5342,4625,5938,61575,12288
Sep,58737,8496,3065,22783,3489,4305,3482,45620,13117
May,22620,3836,3517,15711,2922,3533,1375,30894,-8274
Apr,55057,4138,608,27679,7278,889,4015,44607,10450
Jun,60138,6007,3922,17119,9115,1743,527,38433,21705
Jun,99390,3905,5516,8687,9049,3847,1135,32139,67251
Feb,73024,5989,565,21367,5029,511,2515,35976,37048
Aug,29677,5485,3581,12864,4063,2016,2624,30633,-956
Jul,64111,6797,4797,11127,9352,2120,1086,35279,28832
Jan,44074,12312,6413,21936,11379,2257,5805,60102,-16028
May,37824,4732,3448,26927,11543,548,4122,51320,-13496
Dec,20765,9714,713,18834,10675,2215,4829,46980,-26215
Jun,65439,12961,6711,13921,4892,760,3970,43215,22224
Apr,68926,3321,7402,23944,2737,819,4924,43147,25779
Feb,56860,13908,7509,10108,5220,4781,4214,45740,11120
Apr,32975,5354,4922,9266,8080,2776,3576,33974,-999
Jan,94877,11720,5669,9945,11100,2427,2895,43756,51121
Jul,97870,9101,1540,13985,10562,3332,4509,43029,54841
Feb,46548,6743,5118,27068,11169,4616,3970,58684,-12136
Feb,58736,10951,7973,29700,4395,515,1782,55316,3420
Sep,81562,9014,1487,13366,3454,3027,890,31238,50324
May,60409,5412,3695,7551,5957,4366,2443,29424,30985
Feb,29834,9825,5599,8848,3287,4601,2450,34610,-4776
Nov,20840,3357,1003,8456,10428,2845,3137,29226,-8386
Sep,99409,12382,5844,24142,9150,1440,503,53461,45948
Sep,51568,5481,1255,17031,7292,758,3190,35007,16561
Jan,30846,11140,1841,25139,10398,1563,5747,55828,-24982
Nov,25899,12271,7116,25026,9696,775,4604,59488,-33589
Mar,86101,3766,6463,13119,10595,3291,4038,41272,44829
Apr,58773,10219,6510,15162,10959,3066,3247,49163,9610
Jul,94723,9163,7501,6660,4733,2430,2174,32661,62062
Oct,92762,4470,3088,29613,9892,4082,4034,55179,37583
Apr,24311,12730,1881,18208,6113,1831,1431,42194,-17883
Feb,76888,2159,6102,15716,4005,2056,624,30662,46226
Jul,61616,4892,7512,26970,5790,979,5612,51755,9861
Jun,72134,7326,7521,18009,1010,3546,3365,40777,31357
Mar,26083,6113,3487,24960,6221,4094,758,45633,-19550
Jun,32598,9749,7520,27842,11250,1988,4168,62517,-29919
Nov,22580,9798,6048,16727,4677,3324,3633,44207,-21627
Jun,77395,13914,3344,27509,10164,2592,1471,58994,18401
Dec,62321,13923,6116,18921,8334,1329,4874,53497,8824
May,29386,12663,3019,18021,11646,4870,1646,51865,-22479
Apr,73171,6999,6190,24307,6164,2434,5184,51278,21893
Oct,39522,3570,4226,16233,10033,3200,2819,40081,-559
Dec,85532,11028,7481,24092,7860,643,4548,55652,29880
Jan,34635,14130,2387,17600,9105,3304,5097,51623,-16988
Oct,20671,12478,1823,25555,1284,2386,3840,47366,-26695
Jun,53545,5405,4309,15501,7543,3094,1392,37244,16301
Feb,74079,12862,4247,13422,6570,1283,3115,41499,32580
Mar,46855,7527,2631,24134,6731,4773,4813,50609,-3754
Aug,55790,14304,2924,20739,8611,3329,4123,54030,1760
Oct,71012,14939,3884,15885,3435,2698,2706,43547,27465
Jun,34260,14547,6248,12476,8523,1110,859,43763,-9503
Mar,85139,7848,5939,12931,2029,4018,1988,34753,50386
Jul,21074,8817,2751,18699,7584,1040,790,39681,-18607
Apr,62676,3627,5974,7804,9091,2697,3526,32719,29957
Sep,29475,8143,1508,21136,5451,2809,5455,44502,-15027
May,98414,12058,1817,26828,3966,912,2613,48194,50220
Mar,35120,10396,7147,22225,8755,2283,2704,53510,-18390
Feb,43147,8558,3716,10575,1553,2227,4358,30987,12160
Nov,21986,13771,5134,16775,1267,1927,4047,42921,-20935
Feb,52430,7272,516,28894,8135,4010,5973,54800,-2370
Mar,75479,13366,5170,15681,2240,2137,2066,40660,34819
Feb,22176,9881,2302,19918,5159,679,2904,40843,-18667
Apr,81918,10983,3123,27789,3489,3896,5126,54406,27512
Feb,47115,14284,7658,18106,8858,2142,979,52027,-4912
Oct,97442,5747,5658,24918,11780,1794,5392,55289,42153
Sep,60002,11297,629,29241,6394,2082,5692,55335,4667
Feb,77124,11282,6758,5607,9661,4036,1599,38943,38181
Sep,26610,3607,1973,28778,4287,863,2735,42243,-15633
Jun,69752,12031,1449,9618,3019,2616,4262,32995,36757
Jan,98947,7074,4496,19089,11215,2855,5957,50686,48261
Apr,94716,9153,1568,20568,10781,3061,975,46106,48610
Jan,67993,13589,4811,25344,6313,3616,3877,57550,10443
Jun,30073,8733,2123,9257,11252,3042,1416,35823,-5750
Apr,57251,2066,3395,20931,5317,4520,5244,41473,15778
Mar,91437,10000,6034,26996,6824,1383,2709,53946,37491
Mar,58897,14971,3236,20794,10611,1672,5397,56681,2216
Sep,70906,9645,5598,15223,10072,2284,2571,45393,25513
Jun,71616,11470,2812,21585,1838,4468,1859,44032,27584
Sep,24482,6158,2446,27943,9943,2662,1807,50959,-26477
May,92936,11005,6059,26515,9461,3175,2721,58936,34000
Feb,59574,2402,1116,6364,5827,4832,5474,26015,33559
Aug,63284,9925,2369,5751,7987,2594,3321,31947,31337
May,92932,12194,800,18237,4503,2821,4825,43380,49552
Feb,27338,6166,1484,19708,8824,612,1202,37996,-10658
Apr,62718,4925,5790,12545,3075,1291,617,28243,34475
Sep,32500,4993,4191,10344,2312,1815,2600,26255,6245
Apr,31545,11278,5001,6205,3284,2863,3763,32394,-849
Dec,81480,14532,3926,14512,9575,3733,5543,51821,29659
Dec,25241,12758,660,8887,3808,550,5167,31830,-6589
Dec,42821,14680,6414,6330,9995,3995,2460,43874,-1053
Apr,24695,2771,6171,13622,10288,643,5118,38613,-13918
Feb,97066,13864,525,28903,7521,4187,1271,56271,40795
Dec,34318,13440,582,9683,7355,3075,3329,37464,-3146
Jun,70934,9371,672,23658,4719,4985,4708,48113,22821
Nov,42331,11861,1498,28907,5771,2520,1787,52344,-10013
Feb,72672,7713,6304,8365,3696,4230,1867,32175,40497
Dec,96860,10167,7437,22647,6796,1248,4094,52389,44471
Jul,88754,3556,3641,25620,1808,1374,598,36597,52157
Mar,22837,13150,3382,9299,11343,3444,1546,42164,-19327
Mar,60077,3151,4601,8733,4293,1708,4834,27320,32757
May,99915,7314,3343,6665,10497,4233,5882,37934,61981
Mar,24239,3217,7862,5860,4459,713,5944,28055,-3816
Feb,49669,12423,5120,22228,3419,4608,4303,52101,-2432
Oct,68624,14534,2610,16681,5224,2318,4255,45622,23002
Sep,95147,5944,3584,21520,8571,3994,4982,48595,46552
Feb,24150,10039,2545,27131,7363,985,1105,49168,-25018
Nov,31109,4042,1260,27878,10388,3515,2669,49752,-18643
Feb,46016,8303,704,16424,5567,4223,5919,41140,4876
Aug,31936,10897,5492,10786,4524,3979,1062,36740,-4804
Sep,31036,4669,6384,14345,7751,4714,4500,42363,-11327
Jul,59236,4113,6683,27584,10717,4527,519,54143,5093
Mar,34021,4977,5784,16598,7237,3618,5137,43351,-9330
Sep,56943,14541,3602,13325,10791,1163,4460,47882,9061
Mar,70016,6378,2535,23445,10236,1523,1823,45940,24076
May,43244,9227,2052,9378,11345,4942,4041,40985,2259
Sep,83027,8261,5472,16045,6319,736,3657,40490,42537
Dec,58985,2422,1324,8730,2867,3784,4240,23367,35618
Mar,21502,12213,3456,16684,2375,3843,2659,41230,-19728
Jul,73836,13985,4248,29702,9130,2625,1814,61504,12332
Dec,23770,14323,2945,11122,6401,3717,2926,41434,-17664
