Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment
Mar,26083,6113,3487,24960,6221,4094,758
Jun,32598,9749,7520,27842,11250,1988,4168
Nov,22580,9798,6048,16727,4677,3324,3633
Jun,77395,13914,3344,27509,10164,2592,1471
Dec,62321,13923,6116,18921,8334,1329,4874
May,29386,12663,3019,18021,11646,4870,1646
Apr,73171,6999,6190,24307,6164,2434,5184
Oct,39522,3570,4226,16233,10033,3200,2819
Dec,85532,11028,7481,24092,7860,643,4548
Jan,34635,14130,2387,17600,9105,3304,5097
Oct,20671,12478,1823,25555,1284,2386,3840
Jun,53545,5405,4309,15501,7543,3094,1392
Feb,74079,12862,4247,13422,6570,1283,3115
Mar,46855,7527,2631,24134,6731,4773,4813
Aug,55790,14304,2924,20739,8611,3329,4123
Oct,71012,14939,3884,15885,3435,2698,2706
Jun,34260,14547,6248,12476,8523,1110,859
Mar,85139,7848,5939,12931,2029,4018,1988
Jul,21074,8817,2751,18699,7584,1040,790
Apr,62676,3627,5974,7804,9091,2697,3526
Sep,29475,8143,1508,21136,5451,2809,5455
May,98414,12058,1817,26828,3966,912,2613
Mar,35120,10396,7147,22225,8755,2283,2704
Feb,43147,8558,3716,10575,1553,2227,4358
Nov,21986,13771,5134,16775,1267,1927,4047
Feb,52430,7272,516,28894,8135,4010,5973
Mar,75479,13366,5170,15681,2240,2137,2066
Feb,22176,9881,2302,19918,5159,679,2904
Apr,81918,10983,3123,27789,3489,3896,5126
Feb,47115,14284,7658,18106,8858,2142,979
Oct,97442,5747,5658,24918,11780,1794,5392
Sep,60002,11297,629,29241,6394,2082,5692
Feb,77124,11282,6758,5607,9661,4036,1599
Sep,26610,3607,1973,28778,4287,863,2735
Jun,69752,12031,1449,9618,3019,2616,4262
Jan,98947,7074,4496,19089,11215,2855,5957
Apr,94716,9153,1568,20568,10781,3061,975
Jan,67993,13589,4811,25344,6313,3616,3877
Jun,30073,8733,2123,9257,11252,3042,1416
Apr,57251,2066,3395,20931,5317,4520,5244
Mar,91437,10000,6034,26996,6824,1383,2709
Mar,58897,14971,3236,20794,10611,1672,5397
Sep,70906,9645,5598,15223,10072,2284,2571
Jun,71616,11470,2812,21585,1838,4468,1859
Sep,24482,6158,2446,27943,9943,2662,1807
May,92936,11005,6059,26515,9461,3175,2721
Feb,59574,2402,1116,6364,5827,4832,5474
Aug,63284,9925,2369,5751,7987,2594,3321
May,92932,12194,800,18237,4503,2821,4825
Feb,27338,6166,1484,19708,8824,612,1202
Apr,62718,4925,5790,12545,3075,1291,617
Sep,32500,4993,4191,10344,2312,1815,2600
Apr,31545,11278,5001,6205,3284,2863,3763
Dec,81480,14532,3926,14512,9575,3733,5543
Dec,25241,12758,660,8887,3808,550,5167
Dec,42821,14680,6414,6330,9995,3995,2460
Apr,24695,2771,6171,13622,10288,643,5118
Feb,97066,13864,525,28903,7521,4187,1271
Dec,34318,13440,582,9683,7355,3075,3329
Jun,70934,9371,672,23658,4719,4985,4708
Nov,42331,11861,1498,28907,5771,2520,1787
Feb,72672,7713,6304,8365,3696,4230,1867
Dec,96860,10167,7437,22647,6796,1248,4094
Jul,88754,3556,3641,25620,1808,1374,598
Mar,22837,13150,3382,9299,11343,3444,1546
Mar,60077,3151,4601,8733,4293,1708,4834
May,99915,7314,3343,6665,10497,4233,5882
Mar,24239,3217,7862,5860,4459,713,5944
Feb,49669,12423,5120,22228,3419,4608,4303
Oct,68624,14534,2610,16681,5224,2318,4255
Sep,95147,5944,3584,21520,8571,3994,4982
Feb,24150,10039,2545,27131,7363,985,1105
Nov,31109,4042,1260,27878,10388,3515,2669
Feb,46016,8303,704,16424,5567,4223,5919
Aug,31936,10897,5492,10786,4524,3979,1062
Sep,31036,4669,6384,14345,7751,4714,4500
Jul,59236,4113,6683,27584,10717,4527,519
Mar,34021,4977,5784,16598,7237,3618,5137
Sep,56943,14541,3602,13325,10791,1163,4460
Mar,70016,6378,2535,23445,10236,1523,1823
May,43244,9227,2052,9378,11345,4942,4041
Sep,83027,8261,5472,16045,6319,736,3657
Dec,58985,2422,1324,8730,2867,3784,4240
Mar,21502,12213,3456,16684,2375,3843,2659
Jul,73836,13985,4248,29702,9130,2625,1814
Dec,23770,14323,2945,11122,6401,3717,2926
Jan,62865,10722,6078,6795,9803,2455,4453
Apr,73811,2090,6412,15041,7992,728,1439
Apr,24001,5372,7890,25697,4316,3912,737
Jul,80848,8036,7277,13187,2598,3386,1143
Aug,72635,3942,5697,9840,5949,4759,684
Jan,40946,5805,4396,15919,7572,4977,2330
May,86134,11432,1338,8726,11169,3319,2285
Jul,63744,11950,5195,5259,1638,3489,1948
Dec,59159,2097,7268,22625,5166,1586,5077
Apr,43671,3479,4183,6843,11114,2493,1881
Apr,36450,6626,2461,27161,1645,4841,861
Apr,34908,12024,1437,18754,6884,3545,1559
Dec,77275,12777,3431,7280,7668,3805,1015
Jun,64358,7147,924,12796,11190,2492,829
Jul,69047,5647,7030,9567,1089,4099,3641
Feb,55518,7443,3810,14300,11558,4087,4239
May,77813,2079,3551,29956,10015,1805,5550
Apr,26806,7577,3405,6255,1550,4959,792
Mar,60891,14901,7266,11462,9251,1419,5905
Jul,59220,4223,2637,15432,6224,541,859
Nov,37158,4569,7028,23042,6581,1782,2109
Dec,47588,11964,4546,24032,5178,4065,3071
Jun,82576,6518,3710,19942,10435,2620,1860
Jul,44188,3123,5592,17150,4479,3645,1123
May,78830,14003,3194,8371,10137,3182,2065
Jun,24019,13666,4095,24813,10832,4996,2420
May,32419,4623,1767,26244,11144,3650,2011
Jul,53697,3403,4076,12620,7091,4224,5849
Feb,27973,4578,921,7932,3633,2333,5213
Nov,31136,2331,5801,26470,7790,3017,1074
May,82502,9485,3766,14778,4501,4336,2501
Jun,51285,14940,7517,28033,1889,4362,896
Jun,43039,13800,2157,15304,9765,628,3208
May,86720,2739,2600,13119,9704,4974,4997
Oct,79155,14798,7629,19557,8246,3686,2011
Jul,36911,10233,5609,19407,5160,1845,2593
Oct,20916,6980,4439,9983,11156,2936,5282
Aug,79052,5878,1184,7521,5051,3333,4749
Jul,89110,3949,2726,24086,3230,3723,4856
May,37790,5460,4888,21402,6185,3976,3192
Jan,25206,4128,2922,23953,8375,3038,2532
May,69950,6497,7726,21343,7197,3354,1854
Oct,76361,4154,1577,5783,3283,1935,5234
Feb,81451,7230,4485,14898,5984,755,3252
May,57696,9444,4340,21798,1611,2917,1792
May,88226,3237,3816,13555,9629,2253,4235
Feb,66728,11958,7816,15767,10651,3911,4752
May,75401,12033,3343,6103,7837,575,4239
Apr,86226,10697,3939,26275,8106,4111,5209
Jan,45103,7240,4611,10309,8275,1004,2976
Mar,54263,12033,4771,6171,9715,3892,2408
Jan,96621,6815,6159,13634,4577,2492,5577
Dec,70044,11586,6025,11408,7486,3878,3399
Nov,77730,2256,6086,17135,3261,2894,1775
May,45825,3720,2403,26129,2023,1916,4862
Apr,96256,9347,4724,25945,10771,2729,558
Jul,57271,9076,3794,29556,9513,739,4423
May,97256,3071,5479,18710,8235,2277,1116
Oct,66732,3622,5863,11636,11619,4760,4171
Apr,86433,4066,925,7589,4757,4658,2718
Feb,43572,11261,2901,15031,9068,2902,2211
Apr,58546,10642,1249,14695,9641,4646,1842
Dec,35150,2897,5339,20527,2284,3131,5252
Feb,74165,7175,7993,10722,2660,4406,5432
Aug,83690,13920,5622,18402,6353,3510,1523
Mar,73664,10273,5074,22106,1903,3889,1233
Sep,95199,10928,5571,5841,10369,4576,897
Apr,56948,6174,7748,23731,9521,1714,3586
Jun,57030,7781,543,5645,9828,1169,1468
Oct,47007,5944,6798,13215,11081,4061,961
May,96772,8426,5542,24656,7010,1115,637
Oct,42024,12399,2059,21390,11059,1630,1261
Jan,59384,7435,6535,8701,11707,2021,2697
Sep,38157,14140,7571,18908,1412,4951,1362
Jan,21756,12194,4694,14463,7639,3164,5376
Aug,88112,11883,3968,17453,4833,803,1092
Sep,78051,11371,4451,17715,3415,4479,2847
Sep,84595,4935,4766,10630,3586,2394,1946
Jan,98210,7833,647,20902,6571,2015,1942
Feb,63094,12707,2670,7556,10756,1083,3306
Dec,24535,10088,611,24338,9672,866,3825
Jan,76035,2461,5618,12387,7557,2546,4256
Oct,67367,13093,7655,28172,11467,958,1836
Feb,37118,2116,7797,14858,7280,619,5897
Oct,79812,7785,4663,18630,3882,3784,1301
Dec,79884,8507,1327,9661,3519,3754,2857
Aug,86168,11846,2252,8801,5400,4065,3757
May,33280,7830,3439,27017,9846,3802,4439
Dec,34746,6561,6227,12413,11169,4959,4579
Nov,73251,11990,4228,22547,1180,2468,3795
Jul,30207,10127,4116,17071,5125,3031,5169
Feb,91127,2659,5905,22665,4019,1351,1095
Aug,47757,13429,7672,15856,1764,2429,2547
Nov,36226,4122,7785,16087,5135,2443,526
Jun,81407,14011,4223,13187,11558,1263,2928
Aug,47206,13535,2777,21686,11971,3796,5939
Jan,40256,12742,659,18805,11563,3178,630
Jan,53822,3586,3865,13947,6038,4311,3567
Dec,61340,6682,6380,25643,7799,1401,3851
Jul,72234,8799,6404,27147,4390,2018,2832
Aug,63351,12939,2733,14418,10974,3756,5816
Mar,68671,10826,1513,29564,2064,4486,1236
May,95320,8987,5472,12575,3456,1241,4347
Dec,55157,9975,1051,14425,6681,4053,1798
Jan,39937,4882,7891,10978,2346,2193,1591
Jul,74290,7249,1675,19436,11419,2629,732
May,66707,4811,1663,14089,7997,4511,721
Aug,31219,14645,5986,27474,10374,3752,952
Aug,29399,14207,5747,13154,5132,1865,4899
Sep,47657,12931,6790,13183,3453,695,1435
Jul,40047,7527,1808,27064,1538,650,1843
Nov,96095,3884,1992,27895,11615,830,2811
Jan,92154,11710,1741,8362,3303,3610,864
Mar,64891,10813,5031,16101,7421,3824,3289
Aug,26780,14769,5327,14646,1248,1389,1750
Mar,47050,7073,5764,23396,10232,1454,955
Aug,93551,11729,6460,22484,2391,4189,2263
Jan,88666,12529,5896,20755,3172,4949,4392
May,73010,7416,2277,10104,2335,3448,5924
Apr,58165,7800,559,26999,3259,3741,4923
May,31528,8895,2133,14512,7615,2895,4232
Aug,69608,12186,7486,21069,6534,2544,1318
Oct,25914,12262,2951,21306,9691,4099,4592
Apr,57136,8315,7524,21255,1810,4490,2465
Nov,31179,6930,5733,9502,5984,4514,3891
Apr,32076,4365,6114,20252,8348,2555,1235
Mar,44783,13037,7258,29007,8556,3170,4106
Jul,66716,13230,835,25971,4713,2075,1967
Mar,70298,2854,1330,11037,4704,2352,4014
Dec,74304,4728,2092,22539,2210,2713,4275
Mar,99360,2915,4880,14292,4745,1726,5161
Nov,89835,9173,6772,19466,11178,2163,1319
Oct,28118,6938,6511,5996,8791,863,2214
May,96292,2131,6597,14627,2491,2447,1015
May,76911,11308,6958,26593,8301,4132,5720
Jun,93489,5593,1459,23929,7460,3981,1928
Aug,35185,11052,6217,25084,4048,1774,5749
Oct,61792,2293,4666,28149,5919,1945,4090
Jun,70613,12880,6988,9984,3934,3457,1343
Dec,53927,11191,1621,21737,7110,3956,4630
Jan,20386,12488,5919,7318,2817,2665,3973
Aug,92728,5685,2723,18703,7613,1509,3635
Aug,96281,10016,4316,17719,5319,3319,3115
Sep,50020,9762,5479,7519,2275,2228,4824
Sep,62678,8846,1598,10427,8231,1195,5571
Feb,81394,9584,642,9603,3877,2884,4479
Feb,88945,9310,3478,29630,5014,1882,1776
Mar,76414,7356,1546,23468,5087,2995,2011
Jan,74816,2286,6824,5899,2147,4105,5400
Apr,75918,10641,1568,21846,1237,2347,5159
Apr,82694,12530,4687,22885,3122,2228,3462
Sep,49455,13432,3840,17068,8609,1152,1394
Sep,58735,8586,6677,22099,5595,1258,1353
Sep,32109,12895,5273,10330,10737,1779,4935
Oct,65802,7303,3935,28558,4983,941,2910
Jul,88020,5116,4279,24995,9134,3988,679
Feb,54622,7874,7800,14180,6606,4073,1088
Oct,22597,8970,7402,21595,10178,4693,2545
May,60597,10148,4977,28740,2623,4470,3725
Apr,60954,14763,6299,22137,8226,2026,2899
Dec,89519,10444,1465,20473,1722,690,3536
Nov,76115,11611,7944,8750,2095,2373,1064
Aug,63151,12528,1679,16881,4827,3515,5264
Feb,37040,3235,2934,24606,5285,757,4553
Jun,64772,2999,7178,21819,1995,654,4964
May,83832,5760,6843,9929,6681,3491,3206
Dec,47916,6116,6918,19796,5661,4593,5289
Feb,64871,6411,1000,23344,1992,4402,5697
Nov,46372,12803,5054,25656,3783,2775,4466
Oct,81707,7557,549,10813,9347,4082,5738
Jan,59080,11638,1469,6724,11087,4669,4954
Aug,62722,7352,1487,29761,6682,2912,4426
Feb,49048,12362,5127,6494,10968,523,2140
Jul,29777,13113,5599,23363,6961,2241,2150
Sep,74711,5683,7271,26812,5768,3660,1002
Sep,56331,4261,1615,25437,6760,4105,2905
Aug,40968,12137,4432,13437,6204,3871,561
Nov,73969,3853,1979,12160,11308,2591,5716
Dec,31292,10791,4934,13575,8552,1560,3949
Oct,60794,14327,3624,28593,11612,3851,5047
Sep,99459,8895,4067,5284,9246,960,3786
Feb,70192,13595,2158,20315,1084,2617,2192
Jun,47703,4990,2376,10083,6976,2106,856
Apr,89165,14935,6469,25378,9147,571,5641
Apr,87650,14469,2551,13491,8084,4772,1095
May,76516,14552,6300,5900,3779,1206,2124
Dec,42257,13010,4876,6459,7055,2428,1629
Mar,71672,2862,5909,18680,3669,3298,2941
Jan,83308,6527,6716,24305,2008,1677,5466
Aug,97583,14247,5756,7533,3364,653,2530
May,42113,3219,3315,11579,4686,529,3672
Mar,20694,5795,1470,22189,7768,3811,2331
Oct,35588,14796,5593,12595,3199,4326,4453
Jul,81756,14734,6012,23612,10551,2374,3801
Jul,84085,2527,707,6921,1909,736,3070
Jan,81142,9369,759,9972,4439,2685,592
Dec,84373,4922,5525,7387,6882,1117,5399
Sep,26704,7849,4858,15730,3913,2071,2700
Feb,60136,13396,1282,19830,5695,2937,4949
May,87507,3162,1004,6996,2006,4955,1378
May,67361,14956,2073,9825,8114,1081,5203
Aug,78847,13756,4798,10282,2143,2754,2396
Aug,31441,2846,2259,18869,8552,1100,1482
Jul,34677,12309,6609,23887,2224,1478,3464
Jul,47818,8959,6695,20451,5495,1014,3462
Dec,21868,5086,5975,5104,9259,1309,1610
Nov,87264,11962,4294,28246,10206,2985,882
Jun,93168,5283,4090,13630,1181,1946,4310
Jun,32043,12017,7006,22905,7332,968,2047
Nov,91939,5323,4640,6351,5946,1129,3418
Sep,35732,2445,7470,7698,8450,3882,5624
Jun,75244,3025,1901,24996,3945,613,5695
Dec,38526,11963,1288,21892,11249,1725,2958
Feb,29340,3359,6031,20300,11939,4842,3943
Feb,42394,10210,7414,10310,11072,2116,1606
May,24102,8113,6785,11190,9846,3817,5536
Apr,39159,10752,3829,18166,4686,3170,930
Nov,85092,2471,3344,22658,3288,3568,4043
Feb,26212,2027,4485,7822,11391,3037,3933
Mar,57405,10751,6680,21447,3831,3674,2959
Jul,97061,12847,4512,8921,11427,3137,2582
Aug,75186,5236,2592,22243,11703,2722,5861
Dec,64239,14745,3467,16019,9913,551,4227
Jun,30532,11136,6251,6547,4248,2844,5503
Nov,99054,5948,1569,7076,10392,2722,2622
May,92012,13848,2175,18962,11654,4766,3358
Jan,86540,13255,3112,21820,9501,3608,783
Aug,23271,8172,4896,27469,2025,2158,1226
Mar,65482,3979,787,18908,5412,4057,2281
Jun,20209,12908,1285,8657,6902,1386,836
Mar,25539,6921,2816,22146,10724,3553,4102
Jul,39977,11007,3338,5735,4643,3302,1085
Jul,94142,4326,7729,12214,9559,2697,2414
Dec,88684,4330,4137,28968,5650,4510,1066
Sep,25607,9646,3128,16856,11844,1135,2865
May,71939,3002,1765,9094,2249,3514,5470
Aug,38594,11734,3483,27978,3983,4385,2151
Oct,78382,8448,6401,9728,5575,2582,1820
Oct,27399,8837,6997,8729,8447,674,2290
Aug,45117,14396,6415,12241,10131,1556,5961
Jan,53617,8467,3515,22460,5109,2248,3381
Dec,27498,11421,570,15472,5023,3262,1454
May,70624,13497,5430,6830,8969,3968,2566
Mar,29628,9354,2960,15090,1589,2801,4451
Jan,20329,4529,1111,22057,2782,1067,3361
Apr,58619,3430,7728,21932,5568,4918,2737
Aug,27032,5912,7258,19432,10399,2283,5900
Mar,68094,3532,4023,5895,5412,2643,562
Oct,58034,3892,6012,23953,11535,4938,1513
Feb,75264,13316,4202,22297,10038,2740,2489
Nov,67850,3421,3076,22560,11616,3058,2402
Sep,24722,10582,5924,12273,5680,1974,2304
Oct,37772,7768,690,11696,9990,4602,3825
May,61679,4818,2247,26249,1470,829,4198
Jul,88771,12061,2625,25690,5827,4678,1525
Nov,24576,13152,6177,24657,6067,3173,1377
Nov,46707,7617,2128,27960,11286,1389,3857
Feb,61632,3195,5484,20042,3994,1261,631
Sep,61476,8229,3872,19900,4129,1523,5667
Sep,50285,12797,3496,17434,7167,2180,3152
Apr,44154,11049,516,22906,2313,3756,1492
Apr,40054,7305,5410,27809,7546,1561,1570
Jun,37165,13419,2097,12477,10239,1403,2259
Oct,34439,11708,7077,7802,10279,633,3096
Oct,64518,10077,1566,8122,8934,1625,3599
Oct,46962,11345,3639,17782,6358,2464,3449
Jun,73934,2842,3951,7456,1282,2539,5841
Dec,57763,7200,2759,23033,8609,4688,5995
Jan,84094,7921,2750,7320,2398,3349,5628
Sep,39464,11874,6621,15697,3733,3711,1401
Feb,62036,2294,3273,22527,5067,3866,3984
May,53270,8097,4704,16964,3357,3411,4937
Sep,62299,8412,7611,13237,4238,3091,565
Apr,51541,10836,783,24698,10964,4783,5202
Nov,93545,13825,3488,9406,8989,2683,4264
Mar,97078,8678,6556,23993,8210,4761,3641
Jul,49765,12327,6225,12591,1787,4048,3293
Jun,43769,7020,7892,8119,9234,744,3832
Aug,40156,7743,5332,22784,6784,1679,3079
Mar,70481,2110,5737,29583,5643,2278,1919
May,33435,10775,5527,24981,5321,3035,5977
Oct,89650,13417,1102,26873,5728,936,4953
Apr,66336,11678,1863,8511,6640,2770,1915
Apr,56135,6864,6420,8828,4410,2324,875
Apr,93631,3648,3852,21949,2358,1293,5805
Oct,57909,8381,4575,12651,10396,4768,5924
Aug,89487,4381,5086,14092,11433,1780,677
Jun,41468,2105,6662,15370,1537,2238,734
Mar,67655,13745,5794,16784,4868,949,3412
Oct,54341,7818,6237,7771,5576,2454,1261
May,84182,11886,1300,11777,5525,1114,4378
Jun,71786,11925,1259,5113,4583,4821,5906
May,88304,2381,5761,5531,8898,1238,1782
Jun,66514,12928,6082,14714,2350,2131,1763
Aug,53979,6356,7572,8410,10136,4671,4074
Jul,75107,7918,6941,14236,4856,4165,4113
May,21160,3316,1993,27223,11015,568,4946
Oct,92577,7454,5300,29608,3625,2374,5136
Jun,30846,12894,4434,13324,5307,1369,3883
Apr,39924,6074,1314,16159,10042,1893,3509
Dec,33882,6804,5398,6726,3925,3970,2122
Sep,21095,2906,872,26454,10187,3691,3378
Apr,60983,9621,6087,13217,7714,3619,529
Jan,34123,2662,7571,7648,8197,2615,808
Jul,86615,8718,3498,17832,7006,4465,2009
Jul,65278,10654,6057,14453,9541,876,2593
Apr,71999,13094,3391,7065,2537,2823,3930
Mar,51153,14872,7590,5933,3728,3315,636
Aug,38344,2942,4291,6050,8381,2441,1274
May,57656,10349,7086,27414,5346,704,2098
Oct,90515,8415,3819,12116,3366,1244,1954
Jul,21212,5309,2689,26427,8028,3636,3103
Apr,29001,3326,2949,27851,11428,2049,2980
Apr,98784,12909,4467,16106,7868,4920,1346
Aug,56427,12860,1322,24986,4875,2925,706
Aug,51368,12760,721,11878,7041,3364,2993
Feb,90819,13584,7380,5792,4601,4473,3630
Feb,81160,4106,4437,16367,5174,1170,1729
Mar,45854,6799,7851,10963,1923,3917,5191
Dec,30715,10839,1887,14547,1618,3565,3296
Dec,78784,13514,4388,6385,5400,2227,3729
Mar,46797,4938,5589,22444,7342,4526,1627
Jan,67573,4483,5807,14563,4303,3432,5447
Mar,96120,14433,2660,29307,11793,4314,5150
Jun,34780,13098,5800,9138,10239,2203,1702
Aug,57905,13217,3770,22533,10890,3586,2905
Dec,41573,3375,2425,19344,6580,3764,1787
Oct,53359,9856,7737,12693,11422,553,5350
Jun,86062,12015,5193,16394,8600,1191,1048
May,93391,2244,3451,28876,11060,4599,4445
Apr,63463,4348,5080,11327,11846,756,5972
Mar,36571,11059,4493,8353,9122,3932,4429
Apr,39142,13053,3098,18364,1082,1333,1887
Jul,45104,2479,2166,27353,1092,3029,1773
Jan,28625,12654,3581,20205,7760,3396,5739
Jul,59199,3935,6646,9628,8375,1661,3763
Jan,35926,7757,6097,24832,8837,4022,1306
Feb,51218,13565,4385,10327,7724,972,2427
Apr,64472,13213,5257,19281,4048,2526,3633
Jan,40566,13384,2614,26433,2467,2137,5829
Nov,76125,2087,3252,21452,11216,4048,4481
Dec,53205,11432,3668,15058,6489,2740,2599
Nov,49717,10764,2054,17093,3698,2854,2245
Nov,69984,11005,6615,24892,9983,1405,4908
Sep,45135,2178,5937,21684,1475,1683,4488
Dec,48164,11917,6741,20987,9695,2719,5898
Jun,94489,2162,1580,28181,1230,4144,4983
Jan,58562,4640,4434,23984,8021,1588,1725
Jan,89110,11197,7774,23537,10778,1692,2566
Jun,40169,4348,587,19907,10966,2628,594
Apr,79858,4421,7615,26289,7833,3951,629
Apr,41604,12947,3200,17921,3256,4341,3768
Nov,20684,6298,3203,25402,4970,831,2453
Jun,28007,6142,3459,19026,5838,1711,2807
Dec,61787,14750,2918,8082,1383,1548,1486
Nov,69582,13933,2922,12074,11601,4588,3610
Jul,94791,6503,4647,22623,1760,2775,4072
Sep,25782,3217,2247,15560,6243,2134,1316
Oct,86770,4474,540,5459,4952,4105,3100
May,77645,2929,7459,29366,1942,1002,2669
Sep,51996,9958,2638,24010,3695,4069,2279
Apr,49204,10508,538,25147,2296,1579,1256
Oct,37152,3502,3584,28404,11594,1834,1667
Feb,75186,2420,7543,7801,3147,4518,3094
Mar,39689,7830,4179,21847,7874,4716,5830
Nov,70690,6358,7264,5997,10831,2573,3604
Jan,77320,3449,2651,27025,5396,4554,905
Jun,84226,7811,4437,11384,1608,522,2352
Jun,76091,10619,7386,18223,1881,2349,2911
Jan,99301,9871,2590,20299,11442,2663,3527
Nov,41942,10588,708,16198,11351,979,4587
Mar,58712,10987,1099,6678,8316,2854,662
May,85277,2106,1104,5864,11620,3248,3311
Mar,69632,6049,6305,14382,5891,3039,5146
Oct,58031,10289,3023,29120,7480,1643,630
Mar,40478,3903,4209,7697,8505,2833,3667
Oct,42551,9649,2656,17107,2994,3145,3200
Mar,68068,5570,713,7926,2323,1338,3555
May,55561,13493,6223,20735,8768,2349,2817
May,22892,7376,6312,19223,2011,3886,3451
Apr,44395,2042,7052,12542,7903,3352,5382
Jan,38756,8385,2076,9429,1688,2709,2912
May,54651,3577,3318,20362,5068,1892,2433
Oct,86333,14382,7276,28794,10434,3756,4005
May,93745,8065,2624,18931,4447,2459,3158
Apr,69306,7885,6738,12218,8897,775,3632
Jun,41346,14475,768,28409,8255,1959,3479
Oct,48024,10576,2908,7397,11236,3831,1846
Apr,60818,13663,3077,23605,9075,1458,4300
Jul,25947,5577,5278,19451,9632,2341,3136
Jul,95153,5238,4757,10814,10416,4559,544
Feb,87428,7244,5060,27888,3462,4645,846
Mar,49754,11888,1322,12522,6123,3877,5309
Jan,83355,4134,4135,27169,5178,3024,4293
Aug,78241,5892,6600,27603,7149,987,5242
Sep,88960,12728,3095,25382,11944,2627,2916
Apr,33418,6321,7854,24187,2752,2440,4953
Jun,75184,7776,4453,20588,5629,2953,3042
Sep,24833,12584,4331,17359,6916,4514,5500
Jun,95430,14805,2599,20762,5546,4297,559
Dec,61833,7828,5083,20577,4359,4850,2845
Dec,20565,5815,4102,25931,6013,1459,4826
Dec,60180,2295,3967,14970,8604,3063,3344
Sep,38402,2413,6735,11510,5014,963,4266
Apr,62845,7956,1150,25045,1899,2436,947
Aug,95851,12187,7000,20005,2189,4631,2915
Sep,32834,8278,6351,20919,1652,515,4578
Apr,87850,8668,2134,16561,8996,4570,5149
May,57180,10195,6367,15349,1982,1418,5648
Aug,23883,2177,5314,21435,1575,2113,3535
Dec,95587,10937,1667,11058,9524,1322,2824
Oct,31695,6354,4576,16553,5307,2620,5998
Jun,43123,10843,698,8515,9480,3891,5426
Dec,78481,7914,7458,8330,7753,2466,4557
Jul,93438,7482,5942,28875,11405,2381,537
Mar,37573,14081,6418,6674,11365,1239,1730
Jul,76494,5271,1855,27412,8740,3566,788
Dec,32288,8687,7931,16057,2055,4343,5844
Aug,66978,12674,6860,22745,7026,1297,5297
Oct,92420,7392,6320,13978,5369,3710,2881
Jun,96095,2289,7199,21939,2324,2086,5992
Oct,74672,10994,4005,20264,4595,4230,703
Sep,81821,12722,1302,19594,4827,2277,5734
Jun,89224,10425,1200,29176,11854,3031,1543
Dec,74796,2407,1002,14954,3323,2934,5603
Sep,64706,2693,5064,7112,2882,4417,2120
Apr,24023,3169,6605,23594,2153,2969,3459
Aug,56735,14849,6570,20523,4370,2779,2943
Nov,92959,12669,6325,6701,9288,1867,4336
Apr,59218,10623,2913,7712,1276,3267,3623
Feb,32213,9782,6532,27847,6404,1897,4231
Oct,48460,12736,7906,7316,6292,654,3757
Nov,84680,11174,5219,19659,9523,3686,4256
Sep,51017,13352,3467,11469,11444,1615,4948
May,50990,5044,7204,6610,5198,4165,1637
Apr,39515,7530,3370,25736,4696,4096,3061
Feb,49991,6992,5562,11343,11599,1614,1045
Jan,27634,5924,5258,20797,4202,1199,4877
Nov,97034,8970,5346,26089,3086,4700,1172
Jul,96452,5312,6468,14319,1306,1095,1259
Jun,49377,6318,3967,26875,1883,1513,1844
